Location,Poverty Level,TimeFrame,DataFormat,Data
PLATEAU VALLEY 50,Eligible for Free or Reduced Lunch,2004,Percent,0.2371
PLATEAU VALLEY 50,Eligible for Reduced Price Lunch,2004,Number,23
PLATEAU VALLEY 50,Eligible for Reduced Price Lunch,2005,Percent,0.0319
PLATEAU VALLEY 50,Eligible for Free Lunch,2005,Number,69
PLATEAU VALLEY 50,Eligible for Free or Reduced Lunch,2005,Number,84
PLATEAU VALLEY 50,Eligible for Reduced Price Lunch,2005,Number,15
PLATEAU VALLEY 50,Eligible for Free or Reduced Lunch,2005,Percent,0.1787
PLATEAU VALLEY 50,Eligible for Free Lunch,2005,Percent,0.1468
PLATEAU VALLEY 50,Eligible for Reduced Price Lunch,2006,Number,29
PLATEAU VALLEY 50,Eligible for Reduced Price Lunch,2006,Percent,0.0598
PLATEAU VALLEY 50,Eligible for Free or Reduced Lunch,2006,Percent,0.1629
PLATEAU VALLEY 50,Eligible for Free Lunch,2006,Percent,0.1031
PLATEAU VALLEY 50,Eligible for Free or Reduced Lunch,2006,Number,79
PLATEAU VALLEY 50,Eligible for Free Lunch,2006,Number,50
PLATEAU VALLEY 50,Eligible for Free or Reduced Lunch,2007,Number,58
PLATEAU VALLEY 50,Eligible for Free Lunch,2007,Number,39
PLATEAU VALLEY 50,Eligible for Reduced Price Lunch,2007,Percent,0.04
PLATEAU VALLEY 50,Eligible for Free or Reduced Lunch,2007,Percent,0.12
PLATEAU VALLEY 50,Eligible for Reduced Price Lunch,2007,Number,19
PLATEAU VALLEY 50,Eligible for Free Lunch,2007,Percent,0.08
PLATEAU VALLEY 50,Eligible for Free or Reduced Lunch,2008,Percent,0.0961
PLATEAU VALLEY 50,Eligible for Reduced Price Lunch,2008,Percent,0.0196
PLATEAU VALLEY 50,Eligible for Free Lunch,2008,Number,39
PLATEAU VALLEY 50,Eligible for Reduced Price Lunch,2008,Number,10
PLATEAU VALLEY 50,Eligible for Free or Reduced Lunch,2008,Number,49
PLATEAU VALLEY 50,Eligible for Free Lunch,2008,Percent,0.0765
PLATEAU VALLEY 50,Eligible for Free or Reduced Lunch,2013,Number,106
PLATEAU VALLEY 50,Eligible for Free Lunch,2013,Number,87
PLATEAU VALLEY 50,Eligible for Free Lunch,2013,Percent,0.19333
PLATEAU VALLEY 50,Eligible for Free or Reduced Lunch,2013,Percent,0.23556
PLATEAU VALLEY 50,Eligible for Reduced Price Lunch,2013,Percent,0.04222
PLATEAU VALLEY 50,Eligible for Reduced Price Lunch,2013,Number,19
PLATEAU VALLEY 50,Eligible for Free or Reduced Lunch,2009,Number,108
PLATEAU VALLEY 50,Eligible for Free or Reduced Lunch,2009,Percent,0.2209
PLATEAU VALLEY 50,Eligible for Free Lunch,2009,Percent,0.1943
PLATEAU VALLEY 50,Eligible for Reduced Price Lunch,2009,Percent,0.0266
PLATEAU VALLEY 50,Eligible for Reduced Price Lunch,2009,Number,13
PLATEAU VALLEY 50,Eligible for Free Lunch,2009,Number,95
PLATEAU VALLEY 50,Eligible for Free or Reduced Lunch,2011,Number,129
PLATEAU VALLEY 50,Eligible for Free or Reduced Lunch,2010,Number,137
PLATEAU VALLEY 50,Eligible for Reduced Price Lunch,2010,Number,31
PLATEAU VALLEY 50,Eligible for Free Lunch,2010,Number,106
PLATEAU VALLEY 50,Eligible for Reduced Price Lunch,2010,Percent,0.066
PLATEAU VALLEY 50,Eligible for Free or Reduced Lunch,2010,Percent,0.291
PLATEAU VALLEY 50,Eligible for Free Lunch,2010,Percent,0.225
PLATEAU VALLEY 50,Eligible for Reduced Price Lunch,2011,Number,24
PLATEAU VALLEY 50,Eligible for Free Lunch,2011,Number,105
PLATEAU VALLEY 50,Eligible for Free Lunch,2011,Percent,0.2147
PLATEAU VALLEY 50,Eligible for Free or Reduced Lunch,2011,Percent,0.2638
PLATEAU VALLEY 50,Eligible for Reduced Price Lunch,2011,Percent,0.0491
PLATEAU VALLEY 50,Eligible for Free or Reduced Lunch,2012,Number,117
PLATEAU VALLEY 50,Eligible for Free Lunch,2012,Number,100
PLATEAU VALLEY 50,Eligible for Free or Reduced Lunch,2012,Percent,0.23031
PLATEAU VALLEY 50,Eligible for Free Lunch,2012,Percent,0.19685
PLATEAU VALLEY 50,Eligible for Reduced Price Lunch,2012,Percent,0.03346
PLATEAU VALLEY 50,Eligible for Reduced Price Lunch,2012,Number,17
PLATEAU VALLEY 50,Eligible for Reduced Price Lunch,2014,Percent,0.04575
PLATEAU VALLEY 50,Eligible for Reduced Price Lunch,2014,Number,21
PLATEAU VALLEY 50,Eligible for Free or Reduced Lunch,2014,Number,129
PLATEAU VALLEY 50,Eligible for Free Lunch,2014,Number,108
PLATEAU VALLEY 50,Eligible for Free Lunch,2014,Percent,0.23529
PLATEAU VALLEY 50,Eligible for Free or Reduced Lunch,2014,Percent,0.28105
YUMA SCHOOL DISTRICT 1,Eligible for Reduced Price Lunch,2000,Percent,0.11
YUMA SCHOOL DISTRICT 1,Eligible for Free or Reduced Lunch,2000,Percent,0.45
YUMA SCHOOL DISTRICT 1,Eligible for Free Lunch,2000,Percent,0.34
YUMA SCHOOL DISTRICT 1,Eligible for Reduced Price Lunch,2000,Number,N/A
YUMA SCHOOL DISTRICT 1,Eligible for Free Lunch,2000,Number,N/A
YUMA SCHOOL DISTRICT 1,Eligible for Free or Reduced Lunch,2000,Number,N/A
YUMA SCHOOL DISTRICT 1,Eligible for Free Lunch,2001,Percent,0.34636
YUMA SCHOOL DISTRICT 1,Eligible for Free Lunch,2001,Number,319
YUMA SCHOOL DISTRICT 1,Eligible for Free or Reduced Lunch,2001,Number,420
YUMA SCHOOL DISTRICT 1,Eligible for Reduced Price Lunch,2001,Number,101
YUMA SCHOOL DISTRICT 1,Eligible for Reduced Price Lunch,2001,Percent,0.10966
YUMA SCHOOL DISTRICT 1,Eligible for Free or Reduced Lunch,2001,Percent,0.45603
YUMA SCHOOL DISTRICT 1,Eligible for Free or Reduced Lunch,2002,Number,455
YUMA SCHOOL DISTRICT 1,Eligible for Reduced Price Lunch,2002,Number,103
YUMA SCHOOL DISTRICT 1,Eligible for Reduced Price Lunch,2002,Percent,0.11111
YUMA SCHOOL DISTRICT 1,Eligible for Free or Reduced Lunch,2002,Percent,0.49083
YUMA SCHOOL DISTRICT 1,Eligible for Free Lunch,2002,Percent,0.37972
YUMA SCHOOL DISTRICT 1,Eligible for Free Lunch,2002,Number,352
YUMA SCHOOL DISTRICT 1,Eligible for Free or Reduced Lunch,2003,Percent,0.51
YUMA SCHOOL DISTRICT 1,Eligible for Free Lunch,2003,Percent,0.38
YUMA SCHOOL DISTRICT 1,Eligible for Free Lunch,2003,Number,355
YUMA SCHOOL DISTRICT 1,Eligible for Free or Reduced Lunch,2003,Number,471
YUMA SCHOOL DISTRICT 1,Eligible for Reduced Price Lunch,2003,Number,116
YUMA SCHOOL DISTRICT 1,Eligible for Reduced Price Lunch,2003,Percent,0.13
YUMA SCHOOL DISTRICT 1,Eligible for Free Lunch,2004,Percent,0.4116
YUMA SCHOOL DISTRICT 1,Eligible for Free or Reduced Lunch,2004,Number,484
YUMA SCHOOL DISTRICT 1,Eligible for Free Lunch,2004,Number,382
YUMA SCHOOL DISTRICT 1,Eligible for Reduced Price Lunch,2004,Percent,0.1099
YUMA SCHOOL DISTRICT 1,Eligible for Free or Reduced Lunch,2004,Percent,0.5216
YUMA SCHOOL DISTRICT 1,Eligible for Reduced Price Lunch,2004,Number,102
YUMA SCHOOL DISTRICT 1,Eligible for Reduced Price Lunch,2005,Percent,0.0832
YUMA SCHOOL DISTRICT 1,Eligible for Free Lunch,2005,Number,407
YUMA SCHOOL DISTRICT 1,Eligible for Free or Reduced Lunch,2005,Number,481
YUMA SCHOOL DISTRICT 1,Eligible for Reduced Price Lunch,2005,Number,74
YUMA SCHOOL DISTRICT 1,Eligible for Free or Reduced Lunch,2005,Percent,0.5404
YUMA SCHOOL DISTRICT 1,Eligible for Free Lunch,2005,Percent,0.4573
YUMA SCHOOL DISTRICT 1,Eligible for Reduced Price Lunch,2006,Number,74
YUMA SCHOOL DISTRICT 1,Eligible for Reduced Price Lunch,2006,Percent,0.0855
YUMA SCHOOL DISTRICT 1,Eligible for Free or Reduced Lunch,2006,Percent,0.5023
YUMA SCHOOL DISTRICT 1,Eligible for Free Lunch,2006,Percent,0.4169
YUMA SCHOOL DISTRICT 1,Eligible for Free or Reduced Lunch,2006,Number,435
YUMA SCHOOL DISTRICT 1,Eligible for Free Lunch,2006,Number,361
YUMA SCHOOL DISTRICT 1,Eligible for Free or Reduced Lunch,2007,Number,421
YUMA SCHOOL DISTRICT 1,Eligible for Free Lunch,2007,Number,313
YUMA SCHOOL DISTRICT 1,Eligible for Reduced Price Lunch,2007,Percent,0.13
YUMA SCHOOL DISTRICT 1,Eligible for Free or Reduced Lunch,2007,Percent,0.51
YUMA SCHOOL DISTRICT 1,Eligible for Reduced Price Lunch,2007,Number,108
YUMA SCHOOL DISTRICT 1,Eligible for Free Lunch,2007,Percent,0.38
YUMA SCHOOL DISTRICT 1,Eligible for Free or Reduced Lunch,2008,Percent,0.4486
YUMA SCHOOL DISTRICT 1,Eligible for Reduced Price Lunch,2008,Percent,0.0969
YUMA SCHOOL DISTRICT 1,Eligible for Free Lunch,2008,Number,294
YUMA SCHOOL DISTRICT 1,Eligible for Reduced Price Lunch,2008,Number,81
YUMA SCHOOL DISTRICT 1,Eligible for Free or Reduced Lunch,2008,Number,375
YUMA SCHOOL DISTRICT 1,Eligible for Free Lunch,2008,Percent,0.3517
YUMA SCHOOL DISTRICT 1,Eligible for Free or Reduced Lunch,2013,Number,541
YUMA SCHOOL DISTRICT 1,Eligible for Free Lunch,2013,Number,441
YUMA SCHOOL DISTRICT 1,Eligible for Free Lunch,2013,Percent,0.54244
YUMA SCHOOL DISTRICT 1,Eligible for Free or Reduced Lunch,2013,Percent,0.66544
YUMA SCHOOL DISTRICT 1,Eligible for Reduced Price Lunch,2013,Percent,0.123
YUMA SCHOOL DISTRICT 1,Eligible for Reduced Price Lunch,2013,Number,100
YUMA SCHOOL DISTRICT 1,Eligible for Free or Reduced Lunch,2009,Number,375
YUMA SCHOOL DISTRICT 1,Eligible for Free or Reduced Lunch,2009,Percent,0.4557
YUMA SCHOOL DISTRICT 1,Eligible for Free Lunch,2009,Percent,0.3876
YUMA SCHOOL DISTRICT 1,Eligible for Reduced Price Lunch,2009,Percent,0.068
YUMA SCHOOL DISTRICT 1,Eligible for Reduced Price Lunch,2009,Number,56
YUMA SCHOOL DISTRICT 1,Eligible for Free Lunch,2009,Number,319
YUMA SCHOOL DISTRICT 1,Eligible for Free or Reduced Lunch,2011,Number,514
YUMA SCHOOL DISTRICT 1,Eligible for Free or Reduced Lunch,2010,Number,462
YUMA SCHOOL DISTRICT 1,Eligible for Reduced Price Lunch,2010,Number,91
YUMA SCHOOL DISTRICT 1,Eligible for Free Lunch,2010,Number,371
YUMA SCHOOL DISTRICT 1,Eligible for Reduced Price Lunch,2010,Percent,0.107
YUMA SCHOOL DISTRICT 1,Eligible for Free or Reduced Lunch,2010,Percent,0.544
YUMA SCHOOL DISTRICT 1,Eligible for Free Lunch,2010,Percent,0.437
YUMA SCHOOL DISTRICT 1,Eligible for Reduced Price Lunch,2011,Number,102
YUMA SCHOOL DISTRICT 1,Eligible for Free Lunch,2011,Number,412
YUMA SCHOOL DISTRICT 1,Eligible for Free Lunch,2011,Percent,0.497
YUMA SCHOOL DISTRICT 1,Eligible for Free or Reduced Lunch,2011,Percent,0.62
YUMA SCHOOL DISTRICT 1,Eligible for Reduced Price Lunch,2011,Percent,0.123
YUMA SCHOOL DISTRICT 1,Eligible for Free or Reduced Lunch,2012,Number,521
YUMA SCHOOL DISTRICT 1,Eligible for Free Lunch,2012,Number,431
YUMA SCHOOL DISTRICT 1,Eligible for Free or Reduced Lunch,2012,Percent,0.63848
YUMA SCHOOL DISTRICT 1,Eligible for Free Lunch,2012,Percent,0.52819
YUMA SCHOOL DISTRICT 1,Eligible for Reduced Price Lunch,2012,Percent,0.11029
YUMA SCHOOL DISTRICT 1,Eligible for Reduced Price Lunch,2012,Number,90
YUMA SCHOOL DISTRICT 1,Eligible for Reduced Price Lunch,2014,Percent,0.11165
YUMA SCHOOL DISTRICT 1,Eligible for Reduced Price Lunch,2014,Number,92
YUMA SCHOOL DISTRICT 1,Eligible for Free or Reduced Lunch,2014,Number,485
YUMA SCHOOL DISTRICT 1,Eligible for Free Lunch,2014,Number,393
YUMA SCHOOL DISTRICT 1,Eligible for Free Lunch,2014,Percent,0.47694
YUMA SCHOOL DISTRICT 1,Eligible for Free or Reduced Lunch,2014,Percent,0.58859
